Product_name,Rating,Price,Discount_rate,Customer_reviews,Category,Sub_Category
4 Pcs Men Perfume Set Perfumes Different Fragrances Long Lasting Business Eau de Parfum Classic Flowers Deodorants Gift,4.5,999.0,47% off,2923 Customer reviews,Beauty,Fragrance
[Promotion] USB Electric Hair Cutting Machine Rechargeable Hair Clipper Man Shaver Trimmer Barber Professional Beard Trimmer Julie Fashion Store,4.4,367.0,(-54%),2782 Customer reviews,Hair Cutting Tools,Hair Clippers & Trimmers
(Clearance Price)RichRipple Vintage T9 Hair cutting machine Hair Clipper Professional Electric Shaver Trimmer for men Machine Shaving Trimmer Beard USB,4.5,367.0,(-81%),1445 Customer reviews,Hair Cutting Tools,Hair Clippers & Trimmers
2 In 1 Curling Iron Hair Straightener Flat Iron Straightening Irons Hair Styling Tools Hair Beauty,4.4,859.0,(-70%),1775 Customer reviews,Hair Styling Tools & Appliances,Hair Straighteners
2 in 1 Hot Comb Straightener Electric Hair Straightener Hair Curler Wet Dry Use Hair Flat Irons Hot Heating Comb For Hair,4.3,898.0,53% off,1540 Customer reviews,Hair Styling Tools & Appliances,Hair Combs
KEMEI Rechargeable Hair Clipper Hair Cutting Men Waterproof Electric Shaver Hair Trimmer Tools Shaving Machine,4.3,889.0,(-77%),1395 Customer reviews,Men's,Electric Shavers
Garnier Pure Active 3 In1 Charcoal Anti Blackhead Mask Wash Scrub -150ml,4.7,999.0,29% off,1368 Customer reviews,Face,Cleansers
30ml * 3 Bottle 3pcs Ladies Perfumes Eau De Parfum Floral Fragrances Long Lasting Deodorants,4.4,688.0,47% off,1544 Customer reviews,Beauty,Fragrance
FBK Women Hair Ladies Body Wave Black Long Curly Synthetic Wigs For Women Gift,4.4,599.0,(-70%),1308 Customer reviews,Wigs,Other Wigs
13Pcs Makeup Brushes Set Foundation Powder Eyeshadow Concealer Blending Makeup brush set Beauty Tool with Bag New Arrival,4.3,279.0,(-60%),986 Customer reviews,Beauty,Make Up Tool & Accessories
4 PCS Ladies Perfume Set Eau De Parfum Gift Box Perfumes Long Lasting Light Fragrance Women Perfume Fresh Woody Floral Notes,4.5,999.0,50% off,760 Customer reviews,Beauty,Fragrance
3 in1 Women Electric Eyebrow Trimmer Mini Eye Brow Epilator Facial Hair Removal USB Charging Portable Women Painless Razor Shaver Tool,4.3,579.0,(-42%),391 Customer reviews,Women's,"Epilators, Groomers & Trimmers"
Garnier Acne Control Kit: Pure Active Charcoal Wash+ Serum + Air Cream,4.7,2799.0,40% off,361 Customer reviews,Skin Care,Sets & Kits
27Pcs Skin Care Set Aloe Facial Cleanser +Aloe Moisturizing lotion + Face Essence +Face Toner Tone+Eye Cream + Masks 20PCS+Lipstick + Hand Cream Gift set,4.6,1099.0,(-63%),1302 Customer reviews,Skin Care,Skin Care Set
168W Bluecue Nail Dryer Led uv Light 36 Led Machine nail enhancement lamp Professional Dry Gel polish 10/30/60/99 Seconds Timer Induction Automatic Nail Machine,4.7,1699.0,(-52%),296 Customer reviews,Beauty,Make Up
27Pcs Skin Care Set Vitamin C Face Cleansers + Moisturizing lotion + Face Essence +Face Toner Tone+Eye Cream +20Pcs Masks +Lipstick + Hand Cream Gift set,4.5,1199.0,(-60%),1214 Customer reviews,Skin Care,Skin Care Set
【Discounted】NIVEA UV Face Shine Control Cream sunscreen SPF 50- 50 ml - provides immediate & effective sun protection. It offers a long-lasting & instant mattifying effect.,4.7,1040.0,20% off,1189 Customer reviews,Sunscreens & Tanning Products,Sunscreens
FBK Ladie Long Straight Hair Synthetic Middle Part Black Wigs For Women Gift,4.4,599.0,(-40%),1508 Customer reviews,Wigs,Other Wigs
Travel Accessories Toothbrush Tube Cover Case Cap Fashion Plastic Suitcase Holder Baggage Boarding Bathroom Products,4.8,235.0,71% off,348 Customer reviews,Toothbrushes & Accessories,Toothbrush Travel Containers
Collagen Anti-wrinkle Hand Cream Skin Soften Nourish Anti-drying Whitening Moisturizing African Skin Care Cracked Repair Products Hand Creams & Lotions,4.2,199.0,80% off,308 Customer reviews,Foot & Hand Care,Hand Creams & Lotions
Led Lamp For Nails Uv Nail Drying Light For Gel Nail Manicure Polish Cabin Lamps Dryer Machine Nails Equipment Professional,4.7,1499.0,(-42%),141 Customer reviews,Beauty,Make Up
Women Waterproof Black Eyeliner Pen Delicate Makeup Eye Liner Pencil Cosmetics Beauty Tools,4.4,99.0,80% off,528 Customer reviews,Beauty,Make Up
Men's perfume suit has 4 different fragrances Classic Long Lasting Fragrances Deodorants Gift,4.5,829.0,72% off,1636 Customer reviews,Beauty,Fragrance
2 In 1 Electric Splint Hair Straightener 2024 Hot Comb Brush Hair Styling Straight Curling Dual-Use Bangs Curling Rod,4.3,769.0,52% off,1412 Customer reviews,Hair Styling Tools & Appliances,Hair Brushes & Combs
Blood Pressure Monitors English Usb Blood Pressure Meter Backlight Blood Pressure Meter Blood Pressure Meter,4.5,988.0,51% off,238 Customer reviews,Health Monitors,Blood Pressure Monitors
Pro One Step Hair Dryer Hair Comb Brush Volumizer Hair Straightener Hot Air Curling Iron Rotating Hair Rollers Straightening Irons,4.6,1299.0,(-81%),255 Customer reviews,Hair Styling Tools & Appliances,Hot-Air Brushes
Wig ladies fashion long curly black wigs hair for women gift,4.3,599.0,(-40%),1147 Customer reviews,Wigs,Other Wigs
Shower Cap Women Hair Cap Microfibre Quick Hair Drying Bath Spa Bowknot Cap Wrap Towel Hat For Bath Bathroom Accessories,4.7,258.0,(-53%),393 Customer reviews,Bath,Bath Accessories
Garnier Even & Matte Vitamin C Booster Serum 30ML,4.7,1219.0,39% off,1615 Customer reviews,Face,Facial Essence
Garnier Bye Acne & Dark Spots Skin Care Kit.,4.7,2759.0,36% off,600 Customer reviews,Face,Sets & Kits
EM Blow Dryer Hair Blower 2200W with 3 Speed & 2 Temperature Settings – Includes 2 Styling Nozzle & 2 Comb Attachments for Versatile Hair Styling ElectroMate,4.1,946.0,53% off,302 Customer reviews,Hair Styling Tools & Appliances,Hair Dryers & Accessories
"Waterproof mascara will last for a long time Makeup Eye black cross-border super long thin brush head, durable waterproof, thick, curly and non smudging",4.4,239.0,70% off,419 Customer reviews,Beauty,Make Up
Pink Roller Massager Resin Guasha Scraping Board Facial Skin Care guasha massage for face Scraper SPA Massager Acupuncture Tools,4.5,199.0,67% off,259 Customer reviews,Skin Care Tools,Facial Rollers
【Discounted】Garnier Even & Matte Vitamin C Sunscreen SPF30 50ml,4.7,889.0,36% off,1074 Customer reviews,Sunscreens & Tanning Products,Sunscreens
New V34 Teeth Whitening Teeth Mousse Deep Cleaning Toothpaste Cigarette Stains Repair Bright Neutralizes Yellow Tones Dental Plaque Fresh Breath Oral Care,4.0,389.0,(-90%),340 Customer reviews,Oral Care,Teeth Whitening
New 13Pcs Makeup Brush Set Foundation Powder Eyebrow Eyeshadow Blending Blush Brushes Beauty Make Up Kit Tool,4.3,279.0,(-86%),1175 Customer reviews,Beauty,Make Up Tool & Accessories
4 In 1 Rechargeable Shaver Shaving Machine Hair Clipper Nose Hair Trimmer Face Brush Waterproof for Men-USB Plug,4.3,999.0,(-82%),549 Customer reviews,Men's,Shaving & Grooming Sets
Garnier AHA+BHA Charcoal Mattifying Air Moisturizing Cream,4.7,949.0,37% off,246 Customer reviews,Face,Creams & Moisturizers
30ml Men Beard Growth Roller Set Beard Growth Kit Men's Beard Growth Essence Nourishing Enhancer Beard Oil Spray Beard Care,4.1,399.0,43% off,326 Customer reviews,Men's,Beard & Mustache Care
Body Whitening Cream Underarm Knee Buttocks Private Bleach Remove Melanin Pigmentation Improve Dull Nourish Brighten Skin Care,4.1,389.0,(-35%),789 Customer reviews,Body,Creams
Double-Sided Silicone Face Cleansing Brush Facial Cleanser Blackhead Removal Product Pore Cleaner Exfoliator Face Scrub Brush,4.6,269.0,(-55%),749 Customer reviews,Skin Care Tools,Facial Cleansing Brushes
1000ml Hot Water Bag With Cloth Cover Hot Water Bottle Cute Portable Hotwater Warmer Screw As Gift Women Lady Student,4.7,659.0,(-34%),596 Customer reviews,Foot & Hand Care,Other Foot & Hand Care
85g Anti Crack Foot Cream Dryness Foot Mask Heel Cracked Repair Cream Hand Mositurizing Removal Callus Dead Skin Hands Feet Care 4.5,4.5,289.0,(-51%),365 Customer reviews,Foot & Hand Care,Foot Masks
8PCS Eyebrow Shaper Makeup Template Eyebrow Grooming Shaping Stencil Kit DIY Eyebrow Template Reusable 8 in1 Eyebrow Shaping,4.2,269.0,(-55%),522 Customer reviews,Beauty,Make Up
"Mini Massage Gun, Percussion Deep Tissues Muscle Massager Gun with 6 Speeds, Type-C Charging, 35DB Ultra Quiet, Portable Electric Handheld Body Massager for Back Neck Pain Relief",4.5,1299.0,74% off,86 Customer reviews,Massage Tools & Equipment,Other Electric Massagers
Large-Capacity Travel Cosmetic Bag Portable PU Makeup Bag/Box Pouch Women Waterproof Bathroom Washbag Multifunctional Toiletry Kit Storage Box,4.6,699.0,(-65%),119 Customer reviews,Beauty,Make Up Tool & Accessories
12/18 PCS/Set Nail Clippers Trimmers Ear Spoon Dead Skin Pliers Nail Cutting Stainless Steel Scissors Nail Beauty Manicure Tools,4.7,499.0,(-44%),398 Customer reviews,Beauty,Nail Care Tool
"Anti-Crack Repair Cream 88g Moisturizing Anti-Dry Hand, Foot and Heel Crack King Cream Face Cream",4.5,289.0,71% off,141 Customer reviews,Foot & Hand Care,Foot Creams & Lotions
4pcs Professional Cosmetic Puffs Fashion Make up Blender Sponge Foundation Powder Sponge Blending Beauty Tool Accessories,4.8,289.0,64% off,358 Customer reviews,Beauty,Make Up Tool & Accessories
3pcs/set Makeup Bags Travel Wash Bag Transparent Waterproof Makeup Transparent waterproof makeup bag Storage Pouch Large Capacity,4.9,799.0,(-50%),77 Customer reviews,Beauty,Make Up Tool & Accessories
4pcs & 6pcs Gel Nail Polish Set Glitter Nail Art Kit Gel Soak Off UV LED Manicure Nail Polish DIY Girls (8.5ml / bottles),4.0,529.0,60% off,123 Customer reviews,Beauty,Make Up
Nail Gel Lamp Manicure kits LED Nail Dryer Nail Manicure Tool UV Portable UV Led Nail Dryer Lamp Nail Kits(Acrylic liquid not included),4.4,1469.0,49% off,193 Customer reviews,Beauty,Make Up
Double Head Eyebrow Pencil Super Fine Natural Long Lasting Waterproof Professional Brow Pen Eye Makeup Tattoo Eyebrow Pencil Brow Tattoo Pen Paint Makeup Eyebrows,4.1,179.0,78% off,203 Customer reviews,Beauty,Make Up
10Pcs Professional Pedicure Tools Set Foot Care Kit Stainless Steel Foot Rasp Foot Dead Skin Remover Callus Clean Feet Care,4.0,499.0,(-75%),267 Customer reviews,Foot & Hand Care,Foot Rubbing Brush
Sinocare Safe AQ Smart Glucometer Exact Blood Glucose Meter Diabetes Home Blood Sugar Tester Kit Blood Glucose Test Machine with 25pcs Strips Lancets,4.7,1399.0,(-41%),82 Customer reviews,Diabetes Care,Blood Glucose Monitors
Manicure Tools Set Drill Pen Nail Brush Nail File Rhinestone Multifunctional Colorful Set,4.7,649.0,48% off,106 Customer reviews,Beauty,Make Up
100pcs Dental Floss Flosser Picks Toothpicks Teeth Stick Interdental Brush Tooth Cleaning Dental Floss Pick Oral Care,4.8,299.0,(-50%),193 Customer reviews,Dental Floss & Picks,Dental Floss
"1 Set Professional Electric Nail Drill Machine Manicure Machine Pedicure Drill Set Ceramic Nail File Nail Drill Equipment Tools ,Nail Art Nail Tools 6 Bits Drill Personal Care",4.5,689.0,83% off,326 Customer reviews,Beauty,Nail Care Tool
6Pcs Ear-digging artifact stainless steel ear-digging spoon ear-picking tool ear-digging spoon-digging ear cleaner earpick,4.5,199.0,(-77%),190 Customer reviews,Beauty,Make Up
Women Lip Balm Crystal Temperature Change Lipstick Girl Moisturizing LongLasting Lip Gloss Makeup Lip Care Repair Cosmetic Change Beauty Makeup Beauty,4.7,249.0,75% off,170 Customer reviews,Beauty,Make Up
PAFEL X-3 Electric Toothbrush USB Charging Intelligent Timed Reminder With 6 Cleaning Modes IPX7 Waterproof Powerful Cleaning Electric toothbrushes,4.4,429.0,73% off,117 Customer reviews,Toothbrushes & Accessories,Powered Toothbrushes & Accessories
Hair Removal Wax-melt Machine Heater 4 Package Wax Beans 10 Wood Stickers Hair Removal Machine Waxing Kit,4.4,1899.0,(-51%),147 Customer reviews,Women's,Waxing
4PCS Ladies Perfume Flowers Women's Perfume Set Different Fragrance Eau De Parfum Long Lasting Business Deodorants Gift,4.7,999.0,(-80%),151 Customer reviews,Beauty,Fragrance
JEAN MISS Brand New 3-bottle 30ML Men's Perfume Gift Suit,4.6,899.0,(-50%),280 Customer reviews,Beauty,Fragrance
"Hot Selling MM Brand New toothpaste 100g toothpaste toothpaste to remove tooth stains, smoke stains, coffee stains, clean mouth, keep fresh breath, various flavors of MM toothpaste",4.6,399.0,(-71%),97 Customer reviews,Oral Care,Toothpaste
Natural Lip Balm for Lip Care Pink Fresh Lightening Oil To Remove Dark Lip Lipstick Moisturizer,4.0,299.0,57% off,329 Customer reviews,Lip Care,Balms & Moisturizers
15Pcs Nail Art Brushes Set Nail Art Dotting Pen Drawing Painting Acrylic Pull Line Pens Nail DIY Striping Brushes Manicure Tools Fine Hand Painted Thin Hook Line Pen Art Supplies Drawing Art Pen Paint,4.7,239.0,88% off,73 Customer reviews,Beauty,Nail Care Tool
5pcs Vaginal Detox Pearls for Women Tampons Chinese Medicine Swab Tampons Discharge Toxins Gynaecology,4.5,399.0,(-42%),141 Customer reviews,Feminine Care,Feminine Washes
"Waterproof mascara will last for a long timeMakeup Eye black cross-border super longthin brush head, durable waterproof, thick,curly and non smudging",4.2,299.0,(-85%),5 Customer reviews,Beauty,Make Up Tool & Accessories
24pcs Fake Nails Reusable Stick On Nails Press on Full Cover False Nail Tips with Jelly Stickers Makeup Accessories,4.3,199.0,(-80%),869 Customer reviews,Beauty,Make Up
Hair Wax Stick For Wig & Natural Hair Hairspray Fixed Fluffy Hairstyling Wax Hold Wax Stick For Wig Broken Hair Artifact Hair Wax Stick Gel Cream,4.7,350.0,65% off,62 Customer reviews,Styling Products,Waxes
Garnier Even & Matte Vitamin C Cleansing Foam 100Ml,4.7,659.0,(-17%),575 Customer reviews,Face,Cleansers
Wig small curly hair synthetic natural short curly black wigs for lady gift,4.1,599.0,(-40%),666 Customer reviews,Wigs,Other Wigs
15ml Nail Extension Gel Soak Off UV Gel Acrylic White Clear Gel for Nail Prolong for Home Nail Art Shop Manicure Tool,4.1,299.0,(-40%),236 Customer reviews,Beauty,Make Up
Portable Digital Upper Arm Blood Pressure Monitor Measurement Tool Portable LCD Digital Tonometer Sphygmomanometer Tensiometer Heart Rate Pulse Meter BP Monitor,4.5,1099.0,45% off,295 Customer reviews,Health Monitors,Blood Pressure Monitors
New Nose Hair Ear Trimmer For Men Stainless Steel Manual Washable Portable hair remover Nose Vibrissa Razor Shaver,4.2,399.0,(-60%),143 Customer reviews,Men's,Nose & Ear Hair Trimmers
Precision Household Thermometer Digital Baby/Adult thermometer LCD Temperature Measurement Baby Heating Oral Thermometer Tools Care Baby Child Infant Kids & Maternity Products,4.7,299.0,70% off,92 Customer reviews,Health Monitors,Thermometers
"Airbrush Kit, Airbrush Spray Gun with Air Compressor Kit, Rechargeable Handheld Paint Airbrush Gun for Makeup, Cake Decor",5.0,2999.0,50% off,5 Customer reviews,Beauty,Make Up Tool & Accessories
"Painless Women Shaver, Electric Hair Removal ,Fast Charge, Depilatory Sense-light Body Bikini Epilator, remove all body hair painlessly without damaging skin , avoid chemical hair removal.CORDLESS.",5.0,699.0,(-65%),0 Customer reviews,Women's,Electric Shavers
40 Color Matte Eyeshadow Palette Shimmer Glitter Eye Shadow Power Set Cosmetic Makeup Tools Make Up New Arrival,4.1,399.0,(-42%),257 Customer reviews,Beauty,Make Up
12PCS Hair Comb Set Hair Brush Hairdressing Comb Hair Styling Comb Set Curly Hair Accessories Hairpin Hair Band Wide Tooth Comb Detangling Teasing Combs Edge Rat Tail Brushes Scalp Massager Spray Bott,4.8,899.0,(-55%),45 Customer reviews,Hair Styling Tools & Appliances,Hair Brushes
12pcs Poly Extension Gel Manicure Kit Poly Gel With Mini Nail Lamp Basic Coat Poly Gel Nail Art Kits for Starter Basic Coat Poly Gel Nail Art Kits for Starter,4.2,1269.0,50% off,79 Customer reviews,Beauty,Make Up
Sliming Green Coffee Slim Tea Detox Flat Tummy Weight Loss Slimming,4.7,749.0,50% off,337 Customer reviews,Vitamins & Dietary Supplements,Weight Loss
"Royale Blue Cologne for Men. Fresh, Cool, Affordable. 75ML perfume for a signature scent. Niche Fragrance for the Gentlemen",5.0,2200.0,(-45%),0 Customer reviews,Beauty,Fragrance
Hair Growth Oil Serum Prevent Hair Loss Treatment Oil - clothes of skin,4.2,230.0,81% off,336 Customer reviews,Hair Care,Hair Loss Products
Coffee Sea Salt Bath Brightening & Whitening SPA Scrub Exfoliating Face Body Dead Skin - Dr Meinaier,4.6,345.0,51% off,329 Customer reviews,Body,Scrubs & Body Treatments
"4PCS SADOER Ginger Hair Care 4PCS Set: Shampoo, Conditioner, Hair Mask & Treatment Liquid - Reduces Dryness, Bifurcation & Coarseness, Leaving Hair Elastic & Shiny",4.8,1399.0,(-64%),48 Customer reviews,Shampoo & Conditioner,Shampoo & Conditioner Sets
Sleep shading eye mask new Korean version creative cute cartoon soft panda eye mask Sleeping Eye Mask Eyeshade Cover Soft Portable Blindfold Travel Eyepatch Rest Night Sleep Masks Traveling Sleep Eye,4.5,299.0,(-50%),63 Customer reviews,Vision Care,Eye Patches
"10pcs wigs glue,Wig gel remover Wig elasticband, Eyebrow razor Lace wig tool set",4.8,950.0,(-72%),139 Customer reviews,Hair Styling Tools & Appliances,Sets & Kits
4 PCS Men Perfumes Eau De Parfum Set Long Lasting Perfume Set Silver Charm Mountain Spring Fresh Light Fragrance Perfumes 4 Different Aromas,4.5,999.0,(-70%),484 Customer reviews,Beauty,Fragrance
Dreadlocks Tool Craft Sisterlocks Crochet Braid Hair Interlocking Tools Curved Hair Needle for Your Locs Easy,4.7,199.0,(-50%),238 Customer reviews,Hair Accessories,Other Hair Accessories
3 in 1 L'Uodais Hair Repair Oil Serum + NO°5 Noir + Curl Keeper Spray Smoothing Damaged Hair Treatment & Scalp Care Product Hair Fragrance Spray For Women,4.8,799.0,(-20%),70 Customer reviews,Hair Care,Hair & Scalp Care
Perfume This year's popular niche design men's perfume Fresh natural Gentleman Cologne Long-lasting Eau de Toilette,4.5,449.0,55% off,337 Customer reviews,Beauty,Fragrance
"Lash Extension Kit DIY 280pcs Lash Clusters Eyelash Extension Kit, 9-16mm 30D 40D Individual Lashes Kit with Lash Bond and Seal, Lash Tweezers for Self Use (30D&40D, 0.07D, 9-16mm, Kit)",4.5,899.0,(-10%),36 Customer reviews,Beauty,Make Up
"Fashion Africa Clips Hair 12pcs/set clip in hair extensions fiber hair 26"" body wave hair extensions",4.3,999.0,(-28%),25 Customer reviews,Wigs,Synthetic Extensions
12 Pcs Hair Clips Headwear Stainless Hairdressing Clips Clamp Salon Hairpins DIY Hairs Styling Tools Hairpin Girls Fashion,4.7,299.0,(-70%),80 Customer reviews,Hair Accessories,Barrettes
"Aloe vera eye mask SADOER collagen improves dark circles, wrinkles, and eye bags 60pcs/30pairs",5.0,439.0,(-70%),0 Customer reviews,Beauty,Make Up
【Discounted】Maybelline Lasting Fix Setting Spray Makeup Matte Finish Long Lasting 16 hours 100ml,4.6,1569.0,61% off,138 Customer reviews,Beauty,Make Up
Weighing Scale Smart Bluetooth Body Scale Weight Scale Body Fat Scale Smart Wireless Digital Bathroom Weight Scale Body Composition Analyzer With Smartphone App Bluetooth-compatible Health Monitors,4.3,968.0,75% off,30 Customer reviews,Health Monitors,Body Weight Scales
10PCS Lipsticks Set Long Lasting Nonstick Cup Makeup Cosmetics Kit For Girl Women Lipstick Makeup Cosmetics Lips INS Hot,4.6,659.0,(-78%),452 Customer reviews,Beauty,Make Up
